"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
13798;"ORGANIZATION";"Religionedit Highlands United Methodist Church";"O";"be in";"LOCATION";"Birmingham";1.0
13799;"LOCATION";"five Points South Historic District Briarwood Presbyterian Church";"O";"be in";"LOCATION";"Huntsville";1.0
13800;"ORGANIZATION";"Cumberland Presbyterian Church";"O";"be in";"LOCATION";"America";1.0
13801;"ORGANIZATION";"Hindu Temple";"O";"be in";"LOCATION";"Pelham";1.0
13802;"ORGANIZATION";"Hindu Cultural Center of North Alabama";"O";"be in";"PERSON";"Capshaw";1.0
13803;"ORGANIZATION";"Hyundai Motor Manufacturing Alabama";"O";"be in";"LOCATION";"Montgomery";1.0
13804;"ORGANIZATION";"University of Alabama";"O";"be at";"LOCATION";"Birmingham";1.0
13805;"ORGANIZATION";"NASA";"O";"of";"PERSON";"George C";1.0
13806;"ORGANIZATION";"Brookley Aeroplex in Mobile Steel";"ORGANIZATION";"be in";"ORGANIZATION";"Outokumpu";1.0
13807;"ORGANIZATION";"Companhia Siderúrgica Nacional";"O";"submit bid at";"LOCATION";"Calvert";1.0
13808;"PERSON";"Fabrice Brégier";"O";"be by";"ORGANIZATION";"Airbus";1.0
13809;"ORGANIZATION";"Airbus";"O";"have hire";"ORGANIZATION";"Hoar construction";1.0
13810;"LOCATION";"Rocket City";"O";"be of";"LOCATION";"Huntsville";1.0
13811;"ORGANIZATION";"Constructionedit Rust International";"O";"include";"ORGANIZATION";"Brasfield";1.0
13812;"ORGANIZATION";"urs Corporation";"O";"be by";"ORGANIZATION";"San-Francisco";1.0
13813;"LOCATION";"state Capitol Building";"O";"be in";"LOCATION";"Montgomery";1.0
13814;"LOCATION";"Alabama Judicial Building";"O";"be in";"LOCATION";"Montgomery";1.0
13815;"PERSON";"Hornsby";"O";"sue";"LOCATION";"Alabama";1.0
13816;"PERSON";"George Wallace";"O";"be of";"ORGANIZATION";"american Independent Party";1.0
13817;"PERSON";"Shelby";"O";"be elect to";"ORGANIZATION";"Senate";1.0
13818;"ORGANIZATION";"University of North Alabama";"O";"be in";"LOCATION";"Florence";1.0
13819;"ORGANIZATION";"University of Alabama";"O";"be at";"LOCATION";"Birmingham";1.0
13820;"ORGANIZATION";"Auburn University";"O";"be in";"LOCATION";"Auburn";1.0
13821;"ORGANIZATION";"University of North Alabama";"O";"be in";"LOCATION";"Florence";1.0
13822;"ORGANIZATION";"University of Alabama";"O";"be at";"LOCATION";"Birmingham";1.0
13823;"ORGANIZATION";"University of Alabama";"O";"be at";"LOCATION";"Birmingham";1.0
13824;"LOCATION";"Denny Stadium";"O";"be at";"ORGANIZATION";"University of Alabama";1.0
13825;"LOCATION";"Peebles Stadium";"O";"be home of";"ORGANIZATION";"University";1.0
13826;"LOCATION";"Montgomery Regional Airport";"O";"be in";"LOCATION";"Montgomery";1.0
13827;"LOCATION";"Birmingham-Shuttlesworth International Airport";"O";"aviation in";"LOCATION";"Alabama";0.9991149708257517
13828;"ORGANIZATION";"Beach Express";"O";"be in";"LOCATION";"Orange Beach";1.0
13829;"LOCATION";"Alabama";"O";"be in";"LOCATION";"South";1.0
13830;"LOCATION";"Alabama";"O";"be in";"LOCATION";"America";1.0
13831;"ORGANIZATION";"Dharma Centers";"O";"be in";"LOCATION";"Alabama";1.0
13832;"ORGANIZATION";"University of Alabama";"O";"be at";"LOCATION";"Birmingham";1.0
13833;"ORGANIZATION";"Alabama Department of Archives";"O";"be of";"LOCATION";"Alabama";1.0
13834;"ORGANIZATION";"Census Bureau Alabama State Fact Sheet";"O";"be from";"LOCATION";"U.S";1.0
13835;"PERSON";"William A";"O";"be in";"LOCATION";"Alabama";1.0
13836;"PERSON";"Conecuh Talladega Tuskegee William B";"O";"be forest of";"ORGANIZATION";"Alabama Federal National Parks and Historic Sites Horseshoe Bend Tuskegee Airmen Tuskegee Institute National Monuments Birmingham Civil Rights Freedom Riders Russell Cave National";1.0
13837;"LOCATION";"Washington";"O";"be of";"LOCATION";"United States States";1.0
13838;"LOCATION";"Federated States of Micronesia Marshall Islands Palau";"O";"be state of";"ORGANIZATION";"associate";1.0
13839;"LOCATION";"Utah City City of West Valley City The Maverik Center";"O";"be in";"LOCATION";"West Valley City";1.0
13840;"PERSON";"Ron Bigelow";"O";"be government • mayor of";"LOCATION";"United States State Utah County Salt Lake";1.0
13841;"ORGANIZATION";"Saints";"O";"form";"PERSON";"Granger Ward";0.922656024098717
13842;"PERSON";"Corey l";"O";"be member of";"ORGANIZATION";"Bigelow Mayor City Council";1.0
13843;"LOCATION";"City Hall";"O";"be located at";"LOCATION";"South Constitution Boulevard";1.0
13844;"LOCATION";"Bangerter Highway";"O";"be in";"LOCATION";"West Valley City";1.0
13845;"ORGANIZATION";"Utah Grizzlies";"O";"be of";"ORGANIZATION";"echl";1.0
13846;"PERSON";"Samake";"O";"be of";"LOCATION";"Ouelessebougou";1.0
13847;"PERSON";"John Madsen";"O";"run with";"ORGANIZATION";"Minnesota Vikingscitation";1.0
13848;"LOCATION";"Kearns West Valley City";"O";"travel guide from";"LOCATION";"Wikivoyage Places";1.0
13849;"PERSON";"Jackie Biskupski";"O";"be in";"LOCATION";"Utah";1.0
13850;"LOCATION";"Florida Metropolitan City City";"O";"be of";"LOCATION";"Miami";1.0
13851;"LOCATION";"America";"O";"have";"LOCATION";"Cleanest City";1.0
13852;"LOCATION";"Miami";"O";"be rank in";"LOCATION";"United States";1.0
13853;"LOCATION";"Great Britain";"O";"successively control";"LOCATION";"Florida";1.0
13854;"LOCATION";"US";"O";"build";"LOCATION";"Fort Dallas";1.0
13855;"PERSON";"Julia Tuttle";"O";"convinced";"PERSON";"Henry Flagler";1.0
13856;"PERSON";"Fidel Castro";"O";"rise in";"LOCATION";"Cuba";1.0
13857;"LOCATION";"Palm Beach County";"O";"be to";"LOCATION";"Florida Bay";1.0
13858;"LOCATION";"South Beach";"O";"be across";"LOCATION";"Biscayne Bay";1.0
13859;"ORGANIZATION";"University of Miami";"ORGANIZATION";"of";"PERSON";"Leonard m";1.0
13860;"LOCATION";"Miami";"O";"be home from";"LOCATION";"America";1.0
13861;"LOCATION";"Miami";"O";"be nd-most populous city in";"LOCATION";"United States";1.0
13862;"LOCATION";"Miami Miami-Dade County Florida";"O";"be demographic census of";"LOCATION";"Miami";1.0
13863;"ORGANIZATION";"Citizens";"O";"be for";"LOCATION";"Florida";1.0
13864;"LOCATION";"downtown Miami";"O";"in";"LOCATION";"Brickell Financial District PortMiami";1.0
13865;"LOCATION";"Miami";"O";"miserable city in";"LOCATION";"United States";1.0
13866;"LOCATION";"Miami";"O";"be rate as";"LOCATION";"u.s";1.0
13867;"LOCATION";"Brickell Avenue";"O";"be in";"LOCATION";"Brickell";1.0
13868;"LOCATION";"Art Deco District";"O";"be in";"LOCATION";"South Beach";1.0
13869;"LOCATION";"Miami";"O";"be home to";"ORGANIZATION";"National Hurricane Center";1.0
13870;"LOCATION";"America";"O";"as";"LOCATION";"Cleanest City";1.0
13871;"ORGANIZATION";"Lincoln Center";"O";"be in";"LOCATION";"New York City";1.0
13872;"LOCATION";"Miami";"O";"be fashion week of";"ORGANIZATION";"Mercedes-Benz";1.0
13873;"ORGANIZATION";"Florida Panthers";"O";"be of";"ORGANIZATION";"National hockey league";1.0
13874;"ORGANIZATION";"Miami Dolphins";"O";"play at";"LOCATION";"Hard Rock Stadium";1.0
13875;"ORGANIZATION";"Fort Lauderdale Strikers";"O";"play in";"LOCATION";"Fort Lauderdale";1.0
13876;"ORGANIZATION";"Soccer Major League Soccer Miami MLS";"O";"be team of";"ORGANIZATION";"Miami MLS";1.0
13877;"PERSON";"Tomás Regalado";"O";"be of";"LOCATION";"Miami";1.0
13878;"LOCATION";"Miami";"O";"have";"ORGANIZATION";"Florida International University";1.0
13879;"LOCATION";"Miami";"O";"be rank in";"LOCATION";"U.S";1.0
13880;"ORGANIZATION";"Southern command";"O";"be in";"LOCATION";"Doral";1.0
13881;"ORGANIZATION";"Diario Las Americas";"O";"serve";"LOCATION";"Miami";1.0
13882;"ORGANIZATION";"Miami Herald";"O";"be headquarter in";"LOCATION";"Herald Plaza";1.0
13883;"ORGANIZATION";"Univisión Studios";"O";"be currently headquarter in";"LOCATION";"Miami";1.0
13884;"ORGANIZATION";"wbfs";"ORGANIZATION";"tv";"ORGANIZATION";"my Network tv";1.0
13885;"LOCATION";"Miami International";"O";"be airport in";"LOCATION";"Florida";1.0
13886;"LOCATION";"New York";"O";"behind";"PERSON";"John f";1.0
13887;"LOCATION";"Opa-locka Airport";"O";"be in";"LOCATION";"Opa-locka";1.0
13888;"ORGANIZATION";"MacArthur Causeway";"O";"connect";"LOCATION";"South Beach";1.0
13889;"LOCATION";"Miami Gardens";"O";"be to";"LOCATION";"U.S";1.0
13890;"PERSON";"Kendall";"O";"be to";"LOCATION";"U.S";1.0
13891;"ORGANIZATION";"MacArthur Causeway downtown";"O";"have";"LOCATION";"South Beach Julia Tuttle Causeway Wynwood/Edgewater";1.0
13892;"ORGANIZATION";"MacArthur Causeway";"O";"connect downtown with";"LOCATION";"South Beach";1.0
13893;"LOCATION";"Miami";"O";"be rank in";"LOCATION";"US";1.0
13894;"LOCATION";"Colombia";"O";"be since";"LOCATION";"Buenos Aires";1.0
13895;"LOCATION";"China";"O";"be since";"PERSON";"Salvador da Bahia";1.0
13896;"LOCATION";"Chile";"O";"be since";"PERSON";"Santo Domingo";1.0
13897;"LOCATION";"Miami";"O";"be portal of";"LOCATION";"Florida";1.0
13898;"LOCATION";"Florida";"O";"be south of";"PERSON";"Jim Crow";1.0
13899;"LOCATION";"Florida";"O";"record snow in";"LOCATION";"Palm Beach County";0.560503495152321
13900;"ORGANIZATION";"Associated Press";"O";"be at";"ORGANIZATION";"MSNBC";1.0
13901;"ORGANIZATION";"Walmart Latinoamérica open New Regional Office";"O";"be in";"LOCATION";"South Florida";1.0
13902;"LOCATION";"Miami Bass Super Fest";"O";"be at";"ORGANIZATION";"BankUnited Center";1.0
13903;"LOCATION";"Miami Convention and Visitors Bureau U.S";"O";"be government greater of";"LOCATION";"Miami";1.0
13904;"LOCATION";"Miami International Airport Palm Tran Port of Miami";"O";"be mover of";"LOCATION";"Sunset Place Southland mall Village of Merrick Park Westland mall transportation Broward County Transit Government Center Miami";1.0
13905;"ORGANIZATION";"Florida Emerald Coast First Coast Florida Heartland Florida Keys";"O";"be park tourist attraction transportation society floridians culture crime demographics economy education politics sports regions big bend central of";"ORGANIZATION";"topic climate Delegations Environment Geography Geology Government history law Media Newspapers Radio TV State";1.0
13906;"ORGANIZATION";"Florida Territory Bermuda Triangle Cities";"O";"be in";"LOCATION";"Miami-Dade County";1.0
13907;"PERSON";"Piemontèis Polski Português Reo";"O";"be nynorsk occitan ?????? papiamentu of";"ORGANIZATION";"Norsk Norsk";1.0
13908;"LOCATION";"Halfway House";"O";"be open in";"LOCATION";"Salinas";1.0
13909;"PERSON";"Salinas";"O";"boast";"LOCATION";"Chinatown";1.0
13910;"LOCATION";"Salinas Valley";"O";"run mile south-east from";"LOCATION";"Salinas";1.0
13911;"LOCATION";"Salinas River";"O";"empty into";"LOCATION";"Pacific Ocean";1.0
13912;"ORGANIZATION";"Children 's Theater";"O";"be in";"LOCATION";"Oldtown Salinas";1.0
13913;"PERSON";"John Steinbeck";"O";"be include";"ORGANIZATION";"Lagunita School";1.0
13914;"ORGANIZATION";"Wells Fargo";"ORGANIZATION";"coach at";"LOCATION";"California Rodeo Salinas Heritage Museum";1.0
13915;"ORGANIZATION";"KION-TV Channel";"O";"also provide news as";"ORGANIZATION";"UNIVISION";1.0
13916;"PERSON";"Doug Chandler";"O";"be pitcher of";"ORGANIZATION";"Major League Baseball";1.0
13917;"PERSON";"Verna Felton";"O";"be fc of";"ORGANIZATION";"Seattle Sounders";1.0
13918;"PERSON";"Jackie Greene";"O";"be of";"LOCATION";"Beverly Hills";1.0
13919;"PERSON";"John Steinbeck";"O";"be film composer of";"ORGANIZATION";"NFL";1.0
13920;"ORGANIZATION";"NFL";"O";"run back";"PERSON";"Elliot Vallejo";1.0
13921;"PERSON";"Breschini Haversat";"O";"^ b by";"PERSON";"Gary s";1.0
13922;"PERSON";"Trudy Haversat";"O";"^";"ORGANIZATION";"half Way House";1.0
13923;"ORGANIZATION";"Earth Metrics Inc";"O";"be ^ of";"PERSON";"Trudy Haversat";1.0
13924;"ORGANIZATION";"Taco Shop shooting";"ORGANIZATION";"leave";"ORGANIZATION";"dead";1.0
13925;"LOCATION";"California";"O";"inside";"ORGANIZATION";"Nuestra Familia gang";1.0
13926;"ORGANIZATION";"Salinas Union High";"O";"be in";"LOCATION";"Salinas";1.0
13927;"ORGANIZATION";"Salinas City Elementary";"O";"be in";"LOCATION";"Salinas";1.0
13928;"PERSON";"Monroe";"O";"be profile ^ of";"PERSON";"Chris Dalman";1.0
13929;"ORGANIZATION";"Bridgeport Downieville Independence Mariposa Markleeville Quincy San Andreas Weaverville";"O";"be cdps of";"LOCATION";"Yreka Yuba City";1.0
13930;"PERSON";"Eric Garcetti";"O";"be in";"LOCATION";"California";1.0
13931;"ORGANIZATION";"Kansas City fountain";"O";"be at";"ORGANIZATION";"Kansas Legends Outlets";1.0
13932;"ORGANIZATION";"Cowtown Location";"O";"be within";"LOCATION";"Wyandotte County";1.0
13933;"LOCATION";"Vinewood Kaw Point";"O";"be from";"PERSON";"Wolcott Welborn Parks";1.0
13934;"LOCATION";"Kansas City";"O";"be heat wave of";"LOCATION";"United States";1.0
13935;"LOCATION";"Rocky mountain";"O";"be in";"LOCATION";"Canada";1.0
13936;"LOCATION";"Kansas City";"O";"be rank in in";"LOCATION";"U.S";1.0
13937;"ORGANIZATION";"Schlagle Environmental Library";"O";"be in";"LOCATION";"Wyandotte County Lake Park";1.0
13938;"ORGANIZATION";"Federal Bureau of Investigation";"ORGANIZATION";"of bureau be";"ORGANIZATION";"FBI";1.0
13939;"ORGANIZATION";"Roman Catholic Archdiocese of Kansas City";"O";"be in";"LOCATION";"Kansas";1.0
13940;"LOCATION";"Mount Marty";"O";"be in";"LOCATION";"Rosedale";1.0
13941;"LOCATION";"Kansas City";"O";"be t-bonesedit the of";"LOCATION";"Kansas City";1.0
13942;"ORGANIZATION";"Bishop Ward High School";"O";"be schoolsedit of";"ORGANIZATION";"Unified School District Archdiocese of Kansas City in Kansas Catholic Schools secondary";1.0
13943;"ORGANIZATION";"Sumner Academy of Arts & Science Turner High School Washington High School Wyandotte High School";"ORGANIZATION";"of academy be";"ORGANIZATION";"KSSB";1.0
13944;"ORGANIZATION";"Hollywood Casino";"O";"be at";"LOCATION";"Kansas Speedway";1.0
13945;"PERSON";"Trowbridge";"O";"dig around";"LOCATION";"North st Street";1.0
13946;"PERSON";"Gladstone Grandview Lansing Leawood Leavenworth Lee";"O";"be 's";"LOCATION";"blue Springs Belton Excelsior Springs";1.0
13947;"PERSON";"Darron Leiker";"O";"be • city manager of";"PERSON";"Stephen Santellana DeAndra Chenault Brian Hooker Tim Ingle Tom Quintero Michael Smith";1.0
13948;"LOCATION";"Wichita Falls";"O";"be in";"LOCATION";"Kemp-Kell Building";1.0
13949;"ORGANIZATION";"Wichita Falls";"O";"be drought of";"LOCATION";"Southern United States";1.0
13950;"ORGANIZATION";"Allred Unit Cryovac Work Services Corporation Howmet Castings Mediaedit";"O";"list in";"LOCATION";"Texas";0.5014274117916372
13951;"ORGANIZATION";"Wichita Falls fever";"O";"be in";"LOCATION";"Lone Star Soccer Alliance";1.0
13952;"ORGANIZATION";"Dallas Cowboys";"O";"hold training camp in";"LOCATION";"Wichita Falls";1.0
13953;"ORGANIZATION";"Texas Department";"O";"be of";"PERSON";"James V";1.0
13954;"ORGANIZATION";"Allred Unit";"O";"be located in";"LOCATION";"Wichita Falls";1.0
13955;"ORGANIZATION";"United States Postal Service";"O";"operate";"ORGANIZATION";"Wichita Falls Post Office";1.0
13956;"ORGANIZATION";"Educationedit Hardin Administration Building";"O";"be at";"LOCATION";"Midwestern State University Wichita Falls";1.0
13957;"PERSON";"Kemp";"O";"be to";"LOCATION";"Barnett Road";1.0
13958;"LOCATION";"Depot Square The Museum of North Texas";"O";"be on";"LOCATION";"Indiana Street";1.0
13959;"LOCATION";"Wichita Falls City Hall";"O";"be the of";"PERSON";"Joseph Sterling Bridwell";1.0
13960;"ORGANIZATION";"First Baptist Church";"O";"be in";"LOCATION";"Wichita Falls";1.0
13961;"PERSON";"Joseph A";"O";"be business pioneer of";"LOCATION";"Wichita Falls";1.0
13962;"LOCATION";"Wichita Tower";"O";"be on";"PERSON";"Chase Anderson";1.0
13963;"PERSON";"Frank Kell Cahoon";"O";"be at";"ORGANIZATION";"Texas A&M University";1.0
13964;"PERSON";"Roberta Haynes";"O";"be falls of";"LOCATION";"Wichita";1.0
13965;"ORGANIZATION";"US Army Air Forces";"O";"be of";"PERSON";"Khari Long";1.0
13966;"PERSON";"Ed Neal";"O";"be ranger of";"LOCATION";"Texas";1.0
13967;"PERSON";"John Tower";"O";"be ceo of";"ORGANIZATION";"ExxonMobil";1.0
13968;"ORGANIZATION";"Post Office Locations";"O";"be in";"LOCATION";"WICHITA";1.0
13969;"LOCATION";"Wichita Falls";"O";"be | of";"ORGANIZATION";"Muehlberger Travel Center";1.0
13970;"PERSON";"Sylvester Turner";"O";"be in";"LOCATION";"Texas";1.0
13971;"LOCATION";"California City City";"O";"be of";"PERSON";"Tyson St";1.0
13972;"ORGANIZATION";"California Location";"O";"be in";"LOCATION";"United States";1.0
13973;"PERSON";"Chuck Lowery Jerome m";"O";"be deputy mayor of";"PERSON";"Jim Wood";1.0
13974;"PERSON";"Andrew Jackson Myers";"O";"live in";"LOCATION";"San Joaquin County";1.0
13975;"LOCATION";"Oceanside";"O";"be city before";"LOCATION";"Orange County";1.0
13976;"ORGANIZATION";"Oceanside Transit Center";"O";"provide train service on";"ORGANIZATION";"Amtrak";1.0
13977;"ORGANIZATION";"El Camino High School";"O";"be off";"LOCATION";"Rancho Del Oro";1.0
13978;"PERSON";"Justin Blackmon";"O";"be playersedit of";"ORGANIZATION";"National Football League";1.0
13979;"PERSON";"Joe Salave'a";"O";"be ^ of";"PERSON";"Clark";1.0
13980;"LOCATION";"Chollas Creek Mission Bay Otay River San Diego Bay San Diego River San Luis Rey River Santa Margarita River San Mateo Creek";"LOCATION";"be of";"LOCATION";"Sweetwater River Tijuana River Regions East County North County City of San Diego South Bay Parks";1.0
13981;"PERSON";"Eric Garcetti";"O";"be in";"LOCATION";"California";1.0
13982;"LOCATION";"California City City";"O";"be of";"LOCATION";"Fullerton Fullerton City Hall";1.0
13983;"ORGANIZATION";"California Location";"O";"be in";"LOCATION";"United States";1.0
13984;"PERSON";"Abel Stearns";"O";"be include";"LOCATION";"Massachusetts";1.0
13985;"PERSON";"Stearns";"O";"sell to";"PERSON";"Domingo Bastanchury";1.0
13986;"PERSON";"George";"O";"be brother of";"PERSON";"Malden";1.0
13987;"PERSON";"Chapman";"O";"be of";"PERSON";"Johnny Appleseed";1.0
13988;"ORGANIZATION";"Fullerton";"O";"of";"ORGANIZATION";"Valencia Orange Show";1.0
13989;"ORGANIZATION";"California State Legislature";"O";"authorize";"ORGANIZATION";"Orange County State College";1.0
13990;"ORGANIZATION";"Fullerton";"O";"be schoolsedit of";"ORGANIZATION";"Educationedit Public";1.0
13991;"ORGANIZATION";"Fullerton";"O";"be 's";"ORGANIZATION";"Roman Catholic";1.0
13992;"LOCATION";"Fullerton";"O";"be near";"LOCATION";"State Route";1.0
13993;"ORGANIZATION";"Western State College";"O";"be at";"ORGANIZATION";"Argosy University";1.0
13994;"LOCATION";"Hiltscher Park";"O";"be in";"LOCATION";"Fullerton";1.0
13995;"ORGANIZATION";"Fullerton";"O";"be home to";"ORGANIZATION";"Fullerton Public Library";1.0
13996;"ORGANIZATION";"Fullerton";"O";"be home to";"LOCATION";"Hillcrest Park";1.0
13997;"ORGANIZATION";"Fullerton Arboretum";"O";"comprise acre in";"LOCATION";"Fullerton";1.0
13998;"LOCATION";"Pacific Surfliner";"O";"be to";"LOCATION";"Los Angeles";1.0
13999;"LOCATION";"Mexico";"O";"see alsoedit greater los angeles portal list from";"LOCATION";"Fullerton";1.0
14000;"LOCATION";"Southern California";"O";"be against";"ORGANIZATION";"Fullerton Council Members | NBC";1.0
14001;"LOCATION";"California";"O";"have";"ORGANIZATION";"Anaheim";1.0
14002;"ORGANIZATION";"Fullerton Fullerton Chamber of Commerce Fullerton Heritage Fullerton Observer";"O";"be website downtown of";"ORGANIZATION";"Wikivoyage Official";1.0
14003;"PERSON";"Ralph b";"O";"be at";"ORGANIZATION";"Argosy University Libraries Fullerton Public Library Landmarks Burger Records";1.0
14004;"PERSON";"Eric Garcetti";"O";"be in";"LOCATION";"California";1.0
14005;"ORGANIZATION";"North Carolina Show map of North America Location";"O";"be in";"LOCATION";"North Carolina";1.0
14006;"LOCATION";"wake County";"O";"be in";"LOCATION";"United States";1.0
14007;"LOCATION";"Raleigh";"O";"be second largest city behind";"LOCATION";"Charlotte";1.0
14008;"LOCATION";"Raleigh";"O";"be home to";"ORGANIZATION";"North Carolina State University";1.0
14009;"LOCATION";"Raleigh";"O";"be example in";"LOCATION";"United States";1.0
14010;"LOCATION";"North Carolina State Capitol";"O";"be in";"LOCATION";"Union Square";1.0
14011;"ORGANIZATION";"Coastal Credit Union Music Park";"O";"be at";"LOCATION";"Walnut Creek";1.0
14012;"PERSON";"Joel Lane";"O";"successfully petition";"ORGANIZATION";"North Carolina General Assembly";1.0
14013;"ORGANIZATION";"North Carolina General Assembly";"O";"meet in";"LOCATION";"Raleigh";1.0
14014;"ORGANIZATION";"Episcopal Diocese";"O";"be establish in";"LOCATION";"Raleigh";1.0
14015;"LOCATION";"Raleigh";"O";"have";"LOCATION";"Oakwood";1.0
14016;"ORGANIZATION";"North Carolina State Treasurers Office";"O";"be in";"LOCATION";"State Capitol";1.0
14017;"ORGANIZATION";"State General Assembly";"O";"charter";"ORGANIZATION";"Raleigh-Durham Aeronautical Authority";1.0
14018;"ORGANIZATION";"Coastal Credit Union Music Park";"O";"be at";"LOCATION";"Walnut Creek";1.0
14019;"ORGANIZATION";"National hockey League";"O";"have";"ORGANIZATION";"Hartford Whalers";1.0
14020;"ORGANIZATION";"RBC Center";"O";"now call";"ORGANIZATION";"PNC Arena";1.0
14021;"LOCATION";"Dorothea Dix Hospital Fayetteville Street";"O";"be in";"LOCATION";"downtown Raleigh Raleigh";1.0
14022;"LOCATION";"Glenwood South District";"O";"be of";"ORGANIZATION";"Raleigh Midtown Raleigh";1.0
14023;"LOCATION";"West Raleighedit Dorton Arena";"O";"be in";"LOCATION";"Raleigh";1.0
14024;"LOCATION";"West Raleigh";"O";"be by";"PERSON";"Matthew Nowicki";1.0
14025;"LOCATION";"South Raleighedit South Raleigh";"O";"be located along";"LOCATION";"U.S";1.0
14026;"PERSON";"Rosenthal";"O";"be of";"ORGANIZATION";"Northland Investment Corp";1.0
14027;"ORGANIZATION";"downtown Raleigh Amphitheater";"O";"now sponsor as";"ORGANIZATION";"Red Hat Amphitheater";0.530709174928453
14028;"PERSON";"carter";"O";"be football of";"ORGANIZATION";"NC State Wolfpack NCAA";1.0
14029;"ORGANIZATION";"Raleigh Flyers American Ultimate Disc League";"ORGANIZATION";"wake";"ORGANIZATION";"Soccer Park";0.5460375367223105
14030;"ORGANIZATION";"North Carolina FC of the north american Soccer League";"O";"be in";"PERSON";"Cary";1.0
14031;"ORGANIZATION";"Cardinal Gibbons High School";"O";"be near";"LOCATION";"PNC Arena";1.0
14032;"ORGANIZATION";"Durham Skyhawks";"O";"be of";"ORGANIZATION";"World League of American Football";1.0
14033;"ORGANIZATION";"professional golfer ' association";"ORGANIZATION";"association be";"ORGANIZATION";"pga";1.0
14034;"LOCATION";"Raleigh";"O";"at";"LOCATION";"Wakefield Plantation";1.0
14035;"LOCATION";"Longview";"O";"be school of";"ORGANIZATION";"International Baccalaureate -rrb- Millbrook High School -lrb- International Baccalaureate -rrb- Southeast Raleigh Magnet High School Alternative";1.0
14036;"LOCATION";"nc";"O";"be in";"LOCATION";"Cary";1.0
14037;"LOCATION";"US";"O";"be to";"LOCATION";"Virginia State Line";1.0
14038;"LOCATION";"chapel Hill Road";"O";"be in";"LOCATION";"West Raleigh";1.0
14039;"LOCATION";"nc";"O";"join";"LOCATION";"US";1.0
14040;"LOCATION";"Durham Road";"O";"be in";"LOCATION";"North Raleigh";1.0
14041;"LOCATION";"Raleigh";"O";"be 's";"ORGANIZATION";"downtown Raleigh Triangle Transit";1.0
14042;"LOCATION";"Raleigh";"O";"be also serve by";"PERSON";"GoTriangle";1.0
14043;"ORGANIZATION";"ABC O&O";"O";"own by";"ORGANIZATION";"ABC Owned Television Stations WNCN-TV";1.0
14044;"ORGANIZATION";"Univision";"O";"license to";"LOCATION";"Fayetteville";1.0
14045;"ORGANIZATION";"Univision O&O";"O";"own by";"ORGANIZATION";"Univision Communications WRPX-TV";1.0
14046;"ORGANIZATION";"North Carolina Public Radio";"O";"operate by";"ORGANIZATION";"University North Carolina";1.0
14047;"LOCATION";"Raleigh";"O";"be citiesedit of";"ORGANIZATION";"North Carolina Sister";1.0
14048;"LOCATION";"France Kingston";"O";"be upon";"PERSON";"Hull";1.0
14049;"LOCATION";"America";"O";"have";"LOCATION";"best city";1.0
14050;"ORGANIZATION";"RDU";"O";"be to";"LOCATION";"Paris";1.0
14051;"PERSON";"Nancy McFarlane";"O";"be building timeline government mayor of";"ORGANIZATION";"wake County the Triangle North Carolina Piedmont Tallest";1.0
14052;"ORGANIZATION";"North Carolina Museum of Natural Sciences North Carolina Museum of history North Carolina Museum of Art Marbles Kids Museum City of Raleigh Museum Historic Sites City Market Joel Lane House";"ORGANIZATION";"be of";"LOCATION";"Mordecai House Montfort Hall Long View Center Dorton Arena The Village Subway perform art";1.0
14053;"ORGANIZATION";"Auburn Bonsal Carpenter Chestnut Hills Clegg Eagle Rock Falls Feltonville Forestville Friendship Green Level Holland Hopkins Kennebec Lizard Lick McCullers";"O";"be community of";"ORGANIZATION";"Fuquay-Varina Garner Holly Springs Knightdale Morrisville ‡ Rolesville wake forest ‡ Wendell Zebulon Unincorporated";1.0
14054;"ORGANIZATION";"North Carolina Cities";"LOCATION";"wake";"LOCATION";"County";1.0
14055;"ORGANIZATION";"Eesti ???????? Español esperanto euskara";"O";"be bizaad of";"PERSON";"bislama ????????? Brezhoneg Català Cebuano ?eština Cymraeg Dansk Deutsch Diné";1.0
14056;"LOCATION";"Tennessee";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
14057;"LOCATION";"Tennessee City City";"O";"be of";"LOCATION";"Knoxville The City";1.0
14058;"ORGANIZATION";"Tennessee Location";"O";"be in";"LOCATION";"United States";1.0
14059;"LOCATION";"Knoxville";"O";"be city of";"LOCATION";"Knoxville Metropolitan Statistical Area";1.0
14060;"LOCATION";"Knoxville";"O";"be first capital of";"LOCATION";"Tennessee";1.0
14061;"LOCATION";"Oak Island";"O";"be at";"ORGANIZATION";"Post";1.0
14062;"LOCATION";"Little Tennessee River";"O";"be near";"LOCATION";"Lenoir City";1.0
14063;"PERSON";"Hernando Soto";"O";"visit";"LOCATION";"Bussell Island";1.0
14064;"PERSON";"William Blount";"O";"be surveyor of";"LOCATION";"North Carolina";1.0
14065;"LOCATION";"Clinch River";"O";"of confluence be";"LOCATION";"Kingston";1.0
14066;"ORGANIZATION";"Craighead-Jackson House";"O";"be in";"LOCATION";"Knoxville";1.0
14067;"PERSON";"Charles Douglas";"O";"be supporter of";"ORGANIZATION";"Union";1.0
14068;"LOCATION";"Fort Loudon";"O";"be in";"LOCATION";"West Knoxville";1.0
