"id";"subject_type";"subject_value";"relation_type";"relation_value";"object_type";"object_value";"confidence"
17171;"LOCATION";"Republics States";"O";"be asian country of";"ORGANIZATION";"United Nations Northeast";1.0
17172;"LOCATION";"United States Area";"O";"serve worldwide key people at_time";"PERSON";"Craig Quiter";1.0
17173;"PERSON";"Gary Johnson";"O";"be governor of";"LOCATION";"New Mexico";1.0
17174;"PERSON";"Buddy Roemer";"O";"be governor of";"LOCATION";"Louisiana";1.0
17175;"ORGANIZATION";"University of La Rioja";"O";"be in";"LOCATION";"Spain";1.0
17176;"PERSON";"Newton";"O";"invent";"PERSON";"leibniz";1.0
17177;"PERSON";"Alessandro Volta";"O";"be colleague of";"PERSON";"Galvani";1.0
17178;"LOCATION";"Wall Street";"O";"be in";"LOCATION";"New York City";1.0
17179;"ORGANIZATION";"Gulf rescue";"O";"raise awareness into";"LOCATION";"Gulf";1.0
17180;"ORGANIZATION";"United States Companies";"O";"base in";"LOCATION";"New York City company";0.7159349034669972
17181;"PERSON";"Steve";"O";"be of";"LOCATION";"Barnet";1.0
17182;"PERSON";"Michael Murphy";"O";"be executive of";"ORGANIZATION";"Ex-Financial Times";1.0
17183;"ORGANIZATION";"ITV";"O";"be company of";"ORGANIZATION";"british tv";1.0
17184;"ORGANIZATION";"Weekly News WWE";"O";"be the of";"LOCATION";"England";1.0
17185;"PERSON";"Josh Petersen";"O";"be executive of";"ORGANIZATION";"Microsoft";1.0
17186;"ORGANIZATION";"Amazon Digital Game Store Technology click Amazon Game Studios Amazon Robotics Carbonado Dynamo Graphiq Gurupa Lab double helix Games Obidos Liquavista Publishing Amazon Publishing Amazon Studios";"O";"be drive echo show video prime kindle kindle fire fire hd fire hdx fire tv fire phone kindle store music reflexive entertainment fire os of";"ORGANIZATION";"ComiXology Amazon";1.0
17187;"LOCATION";"India";"O";"be from";"ORGANIZATION";"Wikipedia";1.0
17188;"PERSON";"Narendra Modi";"O";"be • prime minister of";"PERSON";"Venkaiah Naidu";1.0
17189;"LOCATION";"republic of India";"LOCATION";"of republic be";"PERSON";"Bh?rat Ga?ar?jya";1.0
17190;"LOCATION";"India";"O";"have";"LOCATION";"Andaman";1.0
17191;"LOCATION";"India";"O";"be ancient of";"LOCATION";"republic of India";1.0
17192;"ORGANIZATION";"BCE";"O";"be in";"LOCATION";"Pakistan";1.0
17193;"ORGANIZATION";"Ajanta Caves";"O";"be in";"LOCATION";"Aurangabad";1.0
17194;"LOCATION";"Brihadeeswarar Temple";"O";"be in";"LOCATION";"Thanjavur";1.0
17195;"LOCATION";"Arabian Sea coast";"O";"be in";"LOCATION";"Gujarat";1.0
17196;"PERSON";"Rann";"O";"be of";"LOCATION";"Kutch";1.0
17197;"LOCATION";"India";"O";"constitution of";"LOCATION";"India";0.9732652488113873
17198;"PERSON";"Vladimir Putin";"O";"foreign relation of";"LOCATION";"India";0.9381115316676605
17199;"LOCATION";"India";"O";"surpass";"LOCATION";"Japan";1.0
17200;"LOCATION";"India";"O";"by";"ORGANIZATION";"National Academy of Music";1.0
17201;"LOCATION";"India";"O";"host";"ORGANIZATION";"FIFA U";1.0
17202;"ORGANIZATION";"Board of Control for Cricket in India";"ORGANIZATION";"in cricket be";"ORGANIZATION";"BCCI";1.0
17203;"LOCATION";"Asia";"O";"be portal of";"LOCATION";"India";1.0
17204;"PERSON";"Jana Gana Mana";"O";"be";"ORGANIZATION";"National Anthem of India";1.0
17205;"LOCATION";"Siachen Glacier";"O";"be in";"LOCATION";"Jammu";1.0
17206;"LOCATION";"Gilgit-Baltistan";"O";"administer by";"LOCATION";"Pakistan";1.0
17207;"ORGANIZATION";"child labour";"O";"be in";"LOCATION";"South Asia";1.0
17208;"ORGANIZATION";"spice Trade";"O";"be in";"LOCATION";"India";1.0
17209;"LOCATION";"India";"O";"be before";"LOCATION";"Europe";1.0
17210;"LOCATION";"India";"O";"have";"PERSON";"Narasimha Rao";1.0
17211;"LOCATION";"India";"O";"have";"ORGANIZATION";"Defence Budget";1.0
17212;"ORGANIZATION";"NPT";"O";"include";"LOCATION";"India";1.0
17213;"LOCATION";"India";"O";"be matches of";"LOCATION";"China";1.0
17214;"ORGANIZATION";"School Health Services";"O";"be in";"LOCATION";"India";1.0
17215;"LOCATION";"India";"O";"have";"ORGANIZATION";"Badminton Star";1.0
17216;"LOCATION";"India";"O";"be at";"LOCATION";"India";1.0
17217;"ORGANIZATION";"Andhra Pradesh Assam Bihar Goa Gujarat Haryana Himachal Pradesh Jammu";"O";"be law pensions epfo nps ppf states of";"ORGANIZATION";"people billionaire Businesspeople Demography Income Poverty Labour";1.0
17218;"LOCATION";"Grenadines Samoa Seychelles Sierra Leone Singapore Solomon Islands South Africa Sri Lanka Swaziland Tanzania Tonga Trinidad and Tobago Tuvalu Uganda United Kingdom Vanuatu Zambia";"O";"be of";"PERSON";"Australia Ashmore";1.0
17219;"PERSON";"Român? Romani Rumantsch Runa";"O";"be tahiti of";"PERSON";"Picard Piemontèis Tok Pisin Plattdüütsch Polski Português Qaraqalpaqsha Q?r?mtatarca Reo";1.0
17220;"LOCATION";"Germany Area";"O";"be focus intercultural competence location of";"PERSON";"Veit Kühne";1.0
17221;"ORGANIZATION";"Historyedit Hospitality Club";"O";"be found by";"PERSON";"Veit Kühne";1.0
17222;"PERSON";"Miriam Slater";"O";"be with";"LOCATION";"California";1.0
17223;"ORGANIZATION";"Zynga";"O";"unlike";"LOCATION";"Farmville";1.0
17224;"LOCATION";"Peninsula";"O";"be at";"LOCATION";"Gulf Base";1.0
17225;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
17226;"PERSON";"Kievan Rus";"O";"of";"LOCATION";"Russia";1.0
17227;"LOCATION";"China";"O";"be to";"LOCATION";"Europe";1.0
17228;"LOCATION";"roman empire";"O";"be under";"PERSON";"Trajan";1.0
17229;"LOCATION";"Roman Empire";"O";"succeed";"LOCATION";"roman republic";1.0
17230;"PERSON";"Caesar";"O";"of";"PERSON";"octavian";1.0
17231;"ORGANIZATION";"Roman Senate";"O";"grant";"PERSON";"Augustus";1.0
17232;"LOCATION";"Rome";"O";"dominate";"LOCATION";"Eurasia";1.0
17233;"LOCATION";"Eastern Mediterranean";"O";"be of";"LOCATION";"Black Sea";1.0
17234;"ORGANIZATION";"Latin Rite Catholic Church";"O";"be of";"LOCATION";"Europe";1.0
17235;"LOCATION";"Lithuania";"O";"be like";"LOCATION";"Poland";1.0
17236;"ORGANIZATION";"Organisation for Economic co-operation";"ORGANIZATION";"for organisation be";"ORGANIZATION";"OECD";1.0
17237;"LOCATION";"United States";"O";"be except for";"LOCATION";"Bulgaria";1.0
17238;"LOCATION";"Latin America";"O";"be additional part of";"LOCATION";"West";1.0
17239;"LOCATION";"Oceania";"O";"be exclude";"LOCATION";"Australia";1.0
17240;"LOCATION";"Turkey Customs Union";"O";"be accord to";"PERSON";"Samuel p";1.0
17241;"LOCATION";"Earth";"O";"have";"ORGANIZATION";"geopolitical occident of Europe European Union";1.0
17242;"ORGANIZATION";"Norsk Norsk";"O";"be ?????? nederlands ??? of";"ORGANIZATION";"Kurdî Latina Latviešu Lëtzebuergesch Lietuvi? Bahasa Melayu";1.0
17243;"PERSON";"Jeff Glueck";"O";"be key people of";"PERSON";"Dennis Crowley Naveen Selvadurai";1.0
17244;"ORGANIZATION";"New York University";"O";"at program be";"ORGANIZATION";"itp";1.0
17245;"ORGANIZATION";"Google";"O";"buy";"PERSON";"Dodgeball";1.0
17246;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
17247;"PERSON";"Fuelmyblog";"O";"be found by";"PERSON";"Kevin Dixie";1.0
17248;"ORGANIZATION";"McGraw-Hill";"O";"be to";"ORGANIZATION";"American Public Media";1.0
17249;"PERSON";"Jim Manzi";"O";"be founder of";"ORGANIZATION";"Lotus";1.0
17250;"ORGANIZATION";"HEC School of Management";"O";"be in";"LOCATION";"Paris";1.0
17251;"ORGANIZATION";"BB Social Network integrate";"O";"be with";"ORGANIZATION";"IBM Lotus Software";1.0
17252;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
17253;"LOCATION";"States";"O";"be of";"PERSON";"Moon";1.0
17254;"PERSON";"Ludvig Holberg";"O";"have";"PERSON";"Nicolai Klimii Iter Subterraneum";1.0
17255;"PERSON";"Frankenstein";"O";"be book of";"PERSON";"Mary Shelley";1.0
17256;"PERSON";"Mark Twain";"O";"have";"ORGANIZATION";"Connecticut Yankee";1.0
17257;"PERSON";"van Vogt";"O";"have";"PERSON";"Slan";1.0
17258;"PERSON";"Margaret Atwood";"O";"have";"ORGANIZATION";"Oryx";1.0
17259;"PERSON";"Russell Hoban";"O";"in";"PERSON";"Riddley Walker";1.0
17260;"PERSON";"Terry Gilliam";"O";"have";"LOCATION";"Brazil";1.0
17261;"PERSON";"Tennyson";"O";"have";"PERSON";"Locksley Hall";1.0
17262;"PERSON";"Mary Shelley";"O";"have";"PERSON";"frankenstein";1.0
17263;"PERSON";"Isaac Asimov";"O";"have";"ORGANIZATION";"Caves of Steel";1.0
17264;"PERSON";"Roger Stern";"O";"be writer of";"PERSON";"Superman";1.0
17265;"PERSON";"Pamela Dean";"O";"read at";"ORGANIZATION";"Minicon convention";1.0
17266;"PERSON";"Anthony Burgess";"O";"";"ORGANIZATION";"clockwork Orange";1.0
17267;"PERSON";"Darko Suvin";"O";"adapt from";"PERSON";"Ernst Bloch";1.0
17268;"PERSON";"Salman Rushdie";"O";"have";"PERSON";"Grimus";1.0
17269;"PERSON";"Qazi Abdul Halim";"O";"after";"PERSON";"Mohasunner Kanna";1.0
17270;"PERSON";"Shin";"O";"quote";"PERSON";"Djuna";1.0
17271;"LOCATION";"Earth";"O";"be to";"PERSON";"Moon";1.0
17272;"PERSON";"Garin";"O";"have";"PERSON";"Death Ray";1.0
17273;"PERSON";"Pérez de Urría";"O";"be y of";"PERSON";"Rafael Zamora";1.0
17274;"ORGANIZATION";"University of Texas";"O";"be in";"LOCATION";"Austin";1.0
17275;"PERSON";"Greg Tate";"O";"be by";"PERSON";"Samuel r";1.0
17276;"ORGANIZATION";"rocket";"O";"be from";"LOCATION";"Russia";1.0
17277;"ORGANIZATION";"Wikiversity Science fiction";"O";"be at";"ORGANIZATION";"Project Gutenberg SF Hub";1.0
17278;"ORGANIZATION";"warp";"O";"be theory hyperdrive hyperspace jump drive of";"PERSON";"Heim";1.0
17279;"ORGANIZATION";"CBS Corporation Website Last.fm Alexa";"O";"be parent of";"PERSON";"Richard Jones";1.0
17280;"ORGANIZATION";"University of Southampton School of Electronics and Computer Science";"O";"be in";"LOCATION";"United Kingdom";1.0
17281;"PERSON";"plugin";"O";"be player plugin beat hazard plugin deadbeef plugin foobar plugin divx connected plugin gmusicbrowser of";"ORGANIZATION";"Audiosurf Plugin Banshee Plugin Beep Media";1.0
17282;"PERSON";"Natali Morris Rafe Needleman Andrew Nusca Ryan Seacrest Molly Wood Contributors";"O";"be minor of";"PERSON";"Matthew Barzun Veronica Belmont Esther Dyson Ina Fried Richard Hart James Kim Declan McCullagh Tom Merritt Halsey";1.0
17283;"ORGANIZATION";"Wallstrip Channels";"O";"be download.com findarticles gamefaqs gamerankings gooey movietome mp.com versiontracker of";"ORGANIZATION";"CBS Innertube";1.0
17284;"PERSON";"Natali Morris Rafe Needleman Andrew Nusca Ryan Seacrest Molly Wood Contributors";"O";"be minor of";"PERSON";"Matthew Barzun Veronica Belmont Esther Dyson Ina Fried Richard Hart James Kim Declan McCullagh Tom Merritt Halsey";1.0
17285;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
17286;"ORGANIZATION";"ning Wall.fm Tools Social";"O";"be lunarstorm meday meerkat mobli netlog orkut sixdegrees.com so.cl tvtag wretch yik yak white-label service of";"LOCATION";"Jaiku";1.0
17287;"PERSON";"Michel Gobat";"O";"be in";"ORGANIZATION";"american historical review";1.0
17288;"LOCATION";"Latin America";"O";"be coterminous with";"LOCATION";"ibero-america";1.0
17289;"LOCATION";"Latin America";"O";"designate country south in";"LOCATION";"Americas";1.0
17290;"LOCATION";"Puerto Montt";"O";"be in";"LOCATION";"Southern Chile";1.0
17291;"PERSON";"Francisco Pizarro";"O";"eliminate rule in";"LOCATION";"western South America";1.0
17292;"LOCATION";"Americas";"O";"be of";"LOCATION";"Americas";1.0
17293;"ORGANIZATION";"Mita of Colonial";"ORGANIZATION";"be of";"LOCATION";"Latin America";1.0
17294;"LOCATION";"Toledo";"O";"establish mitas at";"LOCATION";"Potosi";1.0
17295;"LOCATION";"Venezuela";"O";"be of";"LOCATION";"Argentina";1.0
17296;"PERSON";"Francisco de Miranda";"O";"be in";"LOCATION";"Venezuela";1.0
17297;"PERSON";"José de San Martín";"O";"be of";"LOCATION";"Argentina";1.0
17298;"PERSON";"John VI";"O";"be of";"LOCATION";"Portugal";1.0
17299;"LOCATION";"Portugal";"O";"recognize";"LOCATION";"Brazil";1.0
17300;"PERSON";"Guadalupe Victoria";"O";"first president of";"LOCATION";"Mexico";1.0
17301;"PERSON";"Rafael Carrera";"O";"conquer";"LOCATION";"Guatemala";1.0
17302;"PERSON";"Simón Bolívar";"O";"president of";"LOCATION";"Gran Colombia";1.0
17303;"LOCATION";"Britain";"O";"now replace";"LOCATION";"Spain";1.0
17304;"LOCATION";"great Britain";"O";"invest capital in";"LOCATION";"Latin America";1.0
17305;"LOCATION";"France";"O";"land in";"LOCATION";"Veracruz";1.0
17306;"PERSON";"Napoleon III";"O";"withdraw from";"LOCATION";"Mexico";1.0
17307;"LOCATION";"France";"O";"intervene in";"LOCATION";"Mexico";1.0
17308;"PERSON";"Walker";"O";"return to";"LOCATION";"Central America";1.0
17309;"LOCATION";"Germany";"O";"would assist";"LOCATION";"Mexico";1.0
17310;"PERSON";"Eckardt";"O";"urge";"LOCATION";"Mexico";1.0
17311;"LOCATION";"Brazil";"O";"be ally of";"LOCATION";"United States";1.0
17312;"ORGANIZATION";"French Military Mission";"O";"be establish by";"ORGANIZATION";"French Commission";1.0
17313;"PERSON";"Franklin D";"O";"be with";"LOCATION";"United States";1.0
17314;"ORGANIZATION";"Alliance for Progress Economyedit burning";"O";"be in";"LOCATION";"Brazil";1.0
17315;"LOCATION";"Chile";"O";"be under";"PERSON";"Augusto Pinochet";1.0
17316;"PERSON";"Jacobo Arbenz";"O";"be of";"LOCATION";"Guatemala";1.0
17317;"LOCATION";"Cuba";"O";"be afflict under";"PERSON";"Batista";1.0
17318;"PERSON";"Fidel Castro";"O";"oust";"PERSON";"Batista";1.0
17319;"LOCATION";"United States";"O";"support country through";"ORGANIZATION";"Alliance";1.0
17320;"PERSON";"Kennedy";"O";"initiate";"ORGANIZATION";"Alliance";1.0
17321;"PERSON";"Ricardo Lagos";"O";"be in";"LOCATION";"Chile";1.0
17322;"PERSON";"Lula da Silva";"O";"be in";"LOCATION";"Brazil";1.0
17323;"PERSON";"Tabaré Vázquez";"O";"be in";"LOCATION";"Uruguay";1.0
17324;"PERSON";"Evo Morales";"O";"be in";"LOCATION";"Bolivia";1.0
17325;"PERSON";"Daniel Ortega";"O";"be in";"LOCATION";"Nicaragua";1.0
17326;"PERSON";"Rafael Correa";"O";"be in";"LOCATION";"Ecuador";1.0
17327;"PERSON";"Fernando Lugo";"O";"be in";"LOCATION";"Paraguay";1.0
17328;"PERSON";"Manuel Zelaya";"O";"be in";"LOCATION";"Honduras";1.0
17329;"PERSON";"Mauricio Funes";"O";"be in";"LOCATION";"El Salvador";1.0
17330;"LOCATION";"Venezuela";"O";"be throughout";"LOCATION";"South America";1.0
17331;"ORGANIZATION";"Social Indicators";"O";"country";"ORGANIZATION";"ppp";1.0
17332;"ORGANIZATION";"fta";"O";"be with";"LOCATION";"United States";1.0
17333;"LOCATION";"Mexico";"O";"be most visit country in";"LOCATION";"Latin America";1.0
17334;"LOCATION";"Panama";"O";"independent state from";"LOCATION";"Colombia";1.0
17335;"LOCATION";"Chile";"O";"be of";"LOCATION";"Venezuela";1.0
17336;"PERSON";"Manuel Rendón";"O";"bring";"ORGANIZATION";"Constructivist Movement";1.0
17337;"PERSON";"José Clemente Orozco";"O";"be in";"LOCATION";"Mexico";1.0
17338;"PERSON";"Santiago Martinez Delgado";"O";"be in";"LOCATION";"Colombia";1.0
17339;"PERSON";"Alejandro González Iñárritu";"O";"direct in";"LOCATION";"Biutiful";1.0
17340;"PERSON";"Alfonso Cuarón";"O";"direct";"PERSON";"Harry Potter";1.0
17341;"PERSON";"Cristina Fernández";"O";"be with";"PERSON";"Juan José Campanella";1.0
17342;"PERSON";"Domingo Sarmiento";"O";"have";"PERSON";"Facundo";1.0
17343;"PERSON";"Jorge Luis Borges";"O";"be in";"PERSON";"L'Hôtel";1.0
17344;"PERSON";"Leo Brouwer";"O";"be of";"PERSON";"Antonio Lauro";1.0
17345;"ORGANIZATION";"Metropolitan Opera";"O";"be in";"LOCATION";"New York City";1.0
17346;"ORGANIZATION";"World Heritage Sites";"O";"be in";"LOCATION";"Latin America";1.0
17347;"ORGANIZATION";"latin american Network Information Center-University";"O";"be of";"LOCATION";"Texas";1.0
17348;"PERSON";"Bethell";"O";"be ^ of";"PERSON";"Ibidem Fausto";1.0
17349;"PERSON";"Scott";"O";"be books ^ of";"ORGANIZATION";"Google";1.0
17350;"PERSON";"Seymour Drescher";"O";"be isbn of";"ORGANIZATION";"Duke University Press";1.0
17351;"ORGANIZATION";"Greenwood Publishing Group";"O";"be of";"LOCATION";"Brazil";1.0
17352;"ORGANIZATION";"Congress";"O";"be on";"LOCATION";"Latin America";1.0
17353;"ORGANIZATION";"make of Social movement";"O";"be in";"LOCATION";"Latin America";1.0
17354;"LOCATION";"Latin America";"O";"be from";"LOCATION";"Latin America";1.0
17355;"PERSON";"Michael Reid";"O";"be in";"LOCATION";"Latin America";1.0
17356;"ORGANIZATION";"Latin American Research Centre";"O";"be http://larc.ucalgary.ca/ of";"ORGANIZATION";"Harvard University";1.0
17357;"PERSON";"Cherian Thomas Industry Internet";"O";"be ceo of";"PERSON";"Dan Hauk";1.0
17358;"PERSON";"Cherian Thomas";"O";"be employee of";"PERSON";"ex-zynga";1.0
17359;"PERSON";"Dan Hauk";"O";"leave";"LOCATION";"Cucumbertown";1.0
17360;"PERSON";"Sizhao Zao Yang";"O";"be co-creator of";"LOCATION";"Farmville";1.0
17361;"PERSON";"Richard Chen";"O";"be product guy of";"ORGANIZATION";"Google";1.0
17362;"ORGANIZATION";"Economic Times";"O";"showcase";"PERSON";"Cucumbertown";1.0
17363;"PERSON";"reddig";"O";"be by";"PERSON";"Randy";1.0
17364;"ORGANIZATION";"VeriSign";"O";"join";"ORGANIZATION";"OpenID Foundation";1.0
17365;"ORGANIZATION";"PayPal";"O";"join";"ORGANIZATION";"OpenID Foundation";1.0
17366;"ORGANIZATION";"Facebook Developers";"ORGANIZATION";"|";"ORGANIZATION";"Facebook Developers News";1.0
